# GENERATED: python -m homm3.vc6.weighted_queue
# Sorted by increasing current score, then decreasing unmatched bytes.
# Unscored rows rank at zero; MAX/history never hide current residuals.
va	size	current	maximum	historical	remaining_bytes	unit	function	state
0x005439e0	643		0.0	0.0	643.0	seg_0014	game_149930_sub05_1439e0	unscored
0x005446a0	638		0.0	0.0	638.0	seg_0014	game_149930_sub06_1446a0	unscored
0x005b6fd0	625		0.0	0.0	625.0	rmg_terrain	rmgTerrainPainter_getTransitionStrength	unscored
0x00548290	622		0.0	0.0	622.0	seg_0014	game_149930_sub12_148290	unscored
0x00534520	615		0.0	0.0	615.0	seg_0013	game_134520	unscored
0x00540d60	598		0.0	0.0	598.0	seg_0014	game_141140_sub01_140d60	unscored
0x005466e0	595		0.0	0.0	595.0	seg_0014	game_147360_sub01_1466e0	unscored
0x004f9cb0	590		0.0	0.0	590.0	seg_000f	game_f9f00_sub00_f9cb0	unscored
0x005b6ba0	588		0.0	0.0	588.0	rmg_terrain	rmgTerrainPainter_checkFirstDiagonal	unscored
0x00548040	580		0.0	0.0	580.0	seg_0014	game_148290_sub01_148040	unscored
0x00535970	576		0.0	0.0	576.0	seg_0013	game_146520_sub00_135970	unscored
0x00540b20	576		0.0	0.0	576.0	seg_0014	game_141140_sub00_140b20	unscored
0x005408e0	575		0.0	0.0	575.0	seg_0014	game_1405d0_sub01_1408e0	unscored
0x0054abf0	565		0.0	0.0	565.0	seg_0014	game_14bf60_sub02_14abf0	unscored
0x0053b970	562		0.0	0.0	562.0	seg_0013	game_13bcb0_sub03_13b970	unscored
0x0054c970	559		0.0	0.0	559.0	seg_0014	game_137ff0_sub02_14c970	unscored
0x00548a40	546		0.0	0.0	546.0	seg_0014	game_148c70_sub00_148a40	unscored
0x0054c3f0	540		0.0	0.0	540.0	seg_0014	game_28580_sub04_14c3f0	unscored
0x005fd390	540		0.0	0.0	540.0	seg_001f	game_1fd010_sub02_1fd390	unscored
0x005318b0	530		0.0	0.0	530.0	seg_0013	game_131cf0_sub01_1318b0	unscored
0x0053cd30	530		0.0	0.0	530.0	seg_0013	game_13d1c0_sub00_13cd30	unscored
0x00516c10	522		0.0	0.0	522.0	seg_0011	game_114610_sub04_116c10	unscored
0x00532520	517		0.0	0.0	517.0	seg_0013	game_132520	unscored
0x00537df0	512		0.0	0.0	512.0	seg_0013	game_137dc0_sub00_137df0	unscored
0x004fa080	507		0.0	0.0	507.0	seg_000f	game_fa3c0_sub00_fa080	unscored
0x005355e0	505		0.0	0.0	505.0	seg_0013	game_135110_sub02_1355e0	unscored
0x0053efa0	498		0.0	0.0	498.0	seg_0013	game_13f470_sub00_13efa0	unscored
0x0053d8e0	492		0.0	0.0	492.0	seg_0013	game_13dad0_sub00_13d8e0	unscored
0x0054c1e0	489		0.0	0.0	489.0	seg_0014	game_13dad0_sub01_14c1e0	unscored
0x00533c80	484		0.0	0.0	484.0	seg_0013	game_133c80	unscored
0x005336f0	480		0.0	0.0	480.0	seg_0013	game_1336f0	unscored
0x00533a90	480		0.0	0.0	480.0	seg_0013	game_133a90	unscored
0x0054c730	477		0.0	0.0	477.0	seg_0014	game_136560_sub00_14c730	unscored
0x005371c0	474		0.0	0.0	474.0	seg_0013	game_1371c0	unscored
0x006035c0	470		0.0	0.0	470.0	seg_0020	game_203590_sub00_2035c0	unscored
0x0054cdf0	467		0.0	0.0	467.0	seg_0014	game_138b10_sub05_14cdf0	unscored
0x00542b00	466		0.0	0.0	466.0	seg_0014	game_142ce0_sub00_142b00	unscored
0x00542930	454		0.0	0.0	454.0	seg_0014	game_140d60_sub01_142930	unscored
0x00532c80	442		0.0	0.0	442.0	seg_0013	game_131cf0_sub02_132c80	unscored
0x0053d1c0	441		0.0	0.0	441.0	seg_0013	game_13e6a0_sub03_13d1c0	unscored
0x00546520	438		0.0	0.0	438.0	seg_0014	game_1466e0_sub02_146520	unscored
0x004d2c90	435		0.0	0.0	435.0	seg_000d	game_bdc70_sub01_d2c90	unscored
0x005b6e00	435		0.0	0.0	435.0	rmg_terrain	rmgTerrainPainter_checkSecondDiagonal	unscored
0x005b4960	434		0.0	0.0	434.0	seg_001b	game_1b7690_sub00_1b4960	unscored
0x005fdd60	433		0.0	0.0	433.0	seg_001f	game_1fd010_sub03_1fdd60	unscored
0x0048bf00	429		34.7407	34.7407	429.0	customcampaign	__h3cg$customcampaign$vector_insert_single$unsigned_char	unscored
0x00536200	428		0.0	0.0	428.0	seg_0013	game_objects_txt_136200	unscored
0x005363b0	425		0.0	0.0	425.0	seg_0013	game_136170_sub00_1363b0	unscored
0x00531cf0	421		0.0	0.0	421.0	seg_0013	game_141ad0_sub00_131cf0	unscored
0x00543c70	418		0.0	0.0	418.0	seg_0014	game_143e20_sub02_143c70	unscored
0x0054dbc0	416		0.0	0.0	416.0	seg_0014	game_14c730_sub04_14dbc0	unscored
0x0054da20	415		0.0	0.0	415.0	seg_0014	game_14c730_sub03_14da20	unscored
0x00531170	412		0.0	0.0	412.0	seg_0013	game_131cf0_sub00_131170	unscored
0x00537970	409		0.0	0.0	409.0	seg_0013	game_149930_sub01_137970	unscored
0x00515010	408		0.0	0.0	408.0	seg_0011	game_214260_sub00_115010	unscored
0x00535ee0	399		0.0	0.0	399.0	seg_0013	game_135110_sub04_135ee0	unscored
0x00541780	397		0.0	0.0	397.0	seg_0014	game_141ad0_sub02_141780	unscored
0x004d2e50	396		100.0	100.0	396.0	game	__h3cg$game$std_copy$type_map_hero_identity	unscored
0x0054b300	395		0.0	0.0	395.0	seg_0014	game_14b490_sub00_14b300	unscored
0x00548c70	381		0.0	0.0	381.0	seg_0014	game_149870_sub01_148c70	unscored
0x0053cf50	375		0.0	0.0	375.0	seg_0013	game_13d1c0_sub01_13cf50	unscored
0x0054b180	372		0.0	0.0	372.0	seg_0014	game_14b300_sub00_14b180	unscored
0x00540fc0	370		0.0	0.0	370.0	seg_0014	game_141140_sub02_140fc0	unscored
0x005fdb40	366		0.0	0.0	366.0	seg_001f	game_13e050_sub06_1fdb40	unscored
0x00541960	364		0.0	0.0	364.0	seg_0014	game_141ad0_sub03_141960	unscored
0x005332f0	362		0.0	0.0	362.0	seg_0013	game_1332f0	unscored
0x004fa3c0	342		0.0	0.0	342.0	seg_000f	game_fa280_sub00_fa3c0	unscored
0x005b7cd0	342		0.0	0.0	342.0	seg_001b	game_1b4b20_sub06_1b7cd0	unscored
0x00531310	331		0.0	0.0	331.0	seg_0013	game_149930_sub00_131310	unscored
0x004f9f00	326		0.0	0.0	326.0	seg_000f	game_fa080_sub00_f9f00	unscored
0x00546040	321		0.0	0.0	321.0	seg_0014	game_invalid_bitset_n_positio_146040	unscored
0x006043d0	316		0.0	0.0	316.0	seg_0020	game_203e00_sub01_2043d0	unscored
0x0054bf60	304		0.0	0.0	304.0	seg_0014	game_14c090_sub00_14bf60	unscored
0x0055dbc0	301		0.0	0.0	301.0	seg_0015	game_1594b0_sub00_15dbc0	unscored
0x006042a0	295		0.0	0.0	295.0	seg_0020	game_4eef0_sub04_2042a0	unscored
0x00544920	292		0.0	0.0	292.0	seg_0014	game_149930_sub07_144920	unscored
0x005b7e30	289		0.0	0.0	289.0	seg_001b	game_1b4860_sub00_1b7e30	unscored
0x00531bd0	287		0.0	0.0	287.0	seg_0013	game_143e20_sub01_131bd0	unscored
0x004fa2b0	272		0.0	0.0	272.0	seg_000f	game_148040_sub00_fa2b0	unscored
0x00439c30	271		95.4886	95.4886	271.0	ai_tactical	?get_cure_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	unscored
0x00532890	260		0.0	0.0	260.0	seg_0013	game_14abf0_sub00_132890	unscored
0x0054dd80	260		0.0	0.0	260.0	seg_0014	game_14c730_sub05_14dd80	unscored
0x00531ad0	256		0.0	0.0	256.0	seg_0013	game_143e20_sub00_131ad0	unscored
0x005fd5b0	255		0.0	0.0	255.0	seg_001f	game_1fd790_sub01_1fd5b0	unscored
0x0053b1f0	254		0.0	0.0	254.0	seg_0013	game_13bcb0_sub02_13b1f0	unscored
0x005331f0	253		0.0	0.0	253.0	seg_0013	game_1331f0	unscored
0x0053bbb0	253		0.0	0.0	253.0	seg_0013	game_13e6a0_sub01_13bbb0	unscored
0x006039c0	252		0.0	0.0	252.0	seg_0020	game_2035c0_sub00_2039c0	unscored
0x00536070	251		0.0	0.0	251.0	seg_0013	game_137b10_sub00_136070	unscored
0x00545e60	250		0.0	0.0	250.0	seg_0014	game_145f60_sub00_145e60	unscored
0x00535df0	234		0.0	0.0	234.0	seg_0013	game_135110_sub03_135df0	unscored
0x006038b0	234		0.0	0.0	234.0	seg_0020	calls_IsBadReadPtr_2038b0	unscored
0x00534db0	232		0.0	0.0	232.0	seg_0013	game_134db0	unscored
0x00534b90	231		0.0	0.0	231.0	seg_0013	game_134b90	unscored
0x0053d0d0	227		0.0	0.0	227.0	seg_0013	game_13e6a0_sub02_13d0d0	unscored
0x00534cc0	225		0.0	0.0	225.0	seg_0013	game_134cc0	unscored
0x005fd6b0	215		0.0	0.0	215.0	seg_001f	game_13dad0_sub03_1fd6b0	unscored
0x00545f60	214		0.0	0.0	214.0	seg_0014	game_149930_sub10_145f60	unscored
0x005338e0	212		0.0	0.0	212.0	seg_0013	game_1338e0	unscored
0x005497a0	206		0.0	0.0	206.0	seg_0014	game_149870_sub03_1497a0	unscored
0x00535040	198		0.0	0.0	198.0	seg_0013	game_147360_sub00_135040	unscored
0x005b3940	197		0.0	0.0	197.0	seg_001b	game_1b3a10_sub00_1b3940	unscored
0x00533e70	195		0.0	0.0	195.0	seg_0013	game_133e70	unscored
0x00534ed0	195		0.0	0.0	195.0	seg_0013	game_134ed0	unscored
0x00533ff0	194		0.0	0.0	194.0	seg_0013	game_133ff0	unscored
0x0046a680	190		0.0	0.0	190.0	seg_0006	game_62890_sub00_6a680	unscored
0x0055d2c0	190		0.0	0.0	190.0	seg_0015	game_159400_sub00_15d2c0	unscored
0x004f9be0	183		0.0	0.0	183.0	seg_000f	game_15ed70_sub00_f9be0	unscored
0x005477c0	179		0.0	0.0	179.0	seg_0014	game_22feeb_sub00_1477c0	unscored
0x0055ec30	179		0.0	0.0	179.0	seg_0015	game_15dbc0_sub01_15ec30	unscored
0x005b3780	179		0.0	0.0	179.0	seg_001b	game_1b3b60_sub00_1b3780	unscored
0x005b8aa0	179		0.0	0.0	179.0	seg_001b	game_1b7cd0_sub01_1b8aa0	unscored
0x005335c0	178		0.0	0.0	178.0	seg_0013	game_1335c0	unscored
0x00549870	177		0.0	0.0	177.0	seg_0014	game_149930_sub13_149870	unscored
0x00533f40	175		0.0	0.0	175.0	seg_0013	game_133f40	unscored
0x005b8670	168		0.0	0.0	168.0	seg_001b	game_1b45f0_sub01_1b8670	unscored
0x00530fb0	160		0.0	0.0	160.0	seg_0013	game_136070_sub00_130fb0	unscored
0x00533460	160		0.0	0.0	160.0	seg_0013	game_133460	unscored
0x00534af0	158		0.0	0.0	158.0	seg_0013	game_134af0	unscored
0x00603810	154		0.0	0.0	154.0	seg_0020	game_203e00_sub00_203810	unscored
0x00532ab0	150		0.0	0.0	150.0	seg_0013	game_13bcb0_sub01_132ab0	unscored
0x00439d40	148		100.0	100.0	148.0	ai_tactical	?get_antimagic_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	unscored
0x00439de0	148		100.0	100.0	148.0	ai_tactical	?get_backlash_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	unscored
0x005340c0	147		0.0	0.0	147.0	seg_0013	game_1340c0	unscored
0x005348d0	147		0.0	0.0	147.0	seg_0013	game_1348d0	unscored
0x00544a50	144		0.0	0.0	144.0	seg_0014	game_149930_sub08_144a50	unscored
0x00533500	138		0.0	0.0	138.0	seg_0013	game_133500	unscored
0x00404c50	136		0.0	0.0	136.0	seg_0000	game_4bd0_sub00_4c50	unscored
0x00534380	133		0.0	0.0	133.0	seg_0013	game_134380	unscored
0x00534490	132		0.0	0.0	132.0	seg_0013	game_134490	unscored
0x00604720	132		0.0	0.0	132.0	seg_0020	game_203b20_sub02_204720	unscored
0x005310b0	131		0.0	0.0	131.0	seg_0013	game_130f80_sub00_1310b0	unscored
0x00534410	127		0.0	0.0	127.0	seg_0013	game_134410	unscored
0x005b85f0	126		0.0	0.0	126.0	seg_001b	game_1b7e30_sub01_1b85f0	unscored
0x005bc760	123		100.0	100.0	123.0	textwdgt	??0bitmapBackedTextWidget@@QAE@HHHHPBD00W4TColor@font@@HIH@Z	unscored
0x00533170	121		0.0	0.0	121.0	seg_0013	game_133170	unscored
0x005347f0	121		0.0	0.0	121.0	seg_0013	game_1347f0	unscored
0x0055f3b0	118		0.0	0.0	118.0	seg_0015	game_148040_sub01_15f3b0	unscored
0x005b3ae0	116		0.0	0.0	116.0	seg_001b	game_1b3ae0	unscored
0x006047b0	115		0.0	0.0	115.0	seg_0020	game_203b20_sub03_2047b0	unscored
0x0054b100	113		0.0	0.0	113.0	seg_0014	game_1348d0_sub00_14b100	unscored
0x00530f10	111		0.0	0.0	111.0	seg_0013	game_130e90_sub00_130f10	unscored
0x00439bc0	110		100.0	100.0	110.0	ai_tactical	?get_dispel_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	unscored
0x00532360	110		0.0	0.0	110.0	seg_0013	game_132360	unscored
0x0054c090	110		0.0	0.0	110.0	seg_0014	game_1860e0_sub01_14c090	unscored
0x005b4860	110		0.0	0.0	110.0	seg_001b	game_234980_sub00_1b4860	unscored
0x006037a0	110		0.0	0.0	110.0	seg_0020	game_4eef0_sub01_2037a0	unscored
0x0043cdf0	109		0.0	0.0	109.0	seg_0003	game_3cb20_sub00_3cdf0	unscored
0x0047b220	109		0.0	0.0	109.0	seg_0007	game_a75c0_sub00_7b220	unscored
0x00532190	109		0.0	0.0	109.0	seg_0013	game_132190	unscored
0x005fcef0	108		0.0	0.0	108.0	seg_001f	game_1fd010_sub00_1fcef0	unscored
0x00534310	100		0.0	0.0	100.0	seg_0013	game_134310	unscored
0x00534fd0	100		0.0	0.0	100.0	seg_0013	game_134fd0	unscored
0x005327c0	99		0.0	0.0	99.0	seg_0013	game_1327c0	unscored
0x00604570	99		0.0	0.0	99.0	seg_0020	game_203e00_sub03_204570	unscored
0x00532410	98		0.0	0.0	98.0	seg_0013	game_132410	unscored
0x005154a0	97		0.0	0.0	97.0	seg_0011	game_114d80_sub02_1154a0	unscored
0x005fcfa0	97		0.0	0.0	97.0	seg_001f	game_1fd790_sub00_1fcfa0	unscored
0x0044d380	96		0.0	0.0	96.0	seg_0004	game_4cd50_sub00_4d380	unscored
0x004ecde0	96		0.0	0.0	96.0	seg_000e	game_ecd00_sub00_ecde0	unscored
0x00532260	96		0.0	0.0	96.0	seg_0013	game_132260	unscored
0x0054d000	94		0.0	0.0	94.0	seg_0014	game_143e20_sub03_14d000	unscored
0x0055ebd0	90		0.0	0.0	90.0	seg_0015	game_15d0f0_sub01_15ebd0	unscored
0x005b7f60	89		0.0	0.0	89.0	seg_001b	game_1b4b20_sub07_1b7f60	unscored
0x005b8a40	89		0.0	0.0	89.0	seg_001b	game_1b7f60_sub00_1b8a40	unscored
0x005b8b60	89		0.0	0.0	89.0	seg_001b	game_1b7f60_sub01_1b8b60	unscored
0x00531050	88		0.0	0.0	88.0	seg_0013	game_13e6a0_sub00_131050	unscored
0x005339f0	88		0.0	0.0	88.0	seg_0013	game_1339c0_sub00_1339f0	unscored
0x005b3890	88		0.0	0.0	88.0	seg_001b	game_1b3890	unscored
0x00532730	87		0.0	0.0	87.0	seg_0013	game_132730	unscored
0x0054bf00	87		0.0	0.0	87.0	seg_0014	game_1860e0_sub00_14bf00	unscored
0x005b7fc0	87		0.0	0.0	87.0	seg_001b	game_1b4b20_sub08_1b7fc0	unscored
0x005341f0	83		0.0	0.0	83.0	seg_0013	game_1341f0	unscored
0x00534790	83		0.0	0.0	83.0	seg_0013	game_134790	unscored
0x00534870	83		0.0	0.0	83.0	seg_0013	game_134870	unscored
0x00534970	83		0.0	0.0	83.0	seg_0013	game_134970	unscored
0x00534a00	83		0.0	0.0	83.0	seg_0013	game_134a00	unscored
0x00534a90	83		0.0	0.0	83.0	seg_0013	game_134a90	unscored
0x0054c610	83		0.0	0.0	83.0	seg_0014	game_131460_sub00_14c610	unscored
0x00604510	83		0.0	0.0	83.0	seg_0020	game_203e00_sub02_204510	unscored
0x005341a0	77		0.0	0.0	77.0	seg_0013	game_1341a0	unscored
0x0054c6a0	77		0.0	0.0	77.0	seg_0014	game_22fdb8_sub00_14c6a0	unscored
0x00603ac0	77		0.0	0.0	77.0	seg_0020	game_203b20_sub01_203ac0	unscored
0x00530e90	74		0.0	0.0	74.0	seg_0013	game_130fb0_sub00_130e90	unscored
0x00515510	73		0.0	0.0	73.0	seg_0011	game_114b80_sub04_115510	unscored
0x00546940	73		0.0	0.0	73.0	seg_0014	game_1466e0_sub03_146940	unscored
0x0052f440	71		0.0	0.0	71.0	seg_0012	game_12ead0_sub00_12f440	unscored
0x0054d0a0	69		0.0	0.0	69.0	seg_0014	game_143e20_sub05_14d0a0	unscored
0x0054c120	67		0.0	0.0	67.0	seg_0014	game_9fa90_sub03_14c120	unscored
0x005b38f0	65		0.0	0.0	65.0	seg_001b	game_1b38f0	unscored
0x00536b60	61		0.0	0.0	61.0	seg_0013	game_1363b0_sub00_136b60	unscored
0x00532200	60		0.0	0.0	60.0	seg_0013	game_132200	unscored
0x005323d0	60		0.0	0.0	60.0	seg_0013	game_1323d0	unscored
0x0054d920	59		0.0	0.0	59.0	seg_0014	game_cf0f0_sub02_14d920	unscored
0x0054d960	59		0.0	0.0	59.0	seg_0014	game_13e9e0_sub02_14d960	unscored
0x0054d580	58		0.0	0.0	58.0	seg_0014	game_2cb70_sub02_14d580	unscored
0x005330e0	57		0.0	0.0	57.0	seg_0013	game_141ad0_sub01_1330e0	unscored
0x0054c6f0	57		0.0	0.0	57.0	seg_0014	game_8a310_sub12_14c6f0	unscored
0x0054c170	56		0.0	0.0	56.0	seg_0014	game_22f81f_sub00_14c170	unscored
0x0054d8b0	56		0.0	0.0	56.0	seg_0014	game_14c730_sub01_14d8b0	unscored
0x005b3e40	56		0.0	0.0	56.0	seg_001b	game_1b68a0_sub00_1b3e40	unscored
0x0048ece0	55		0.0	0.0	55.0	seg_0008	game_87e40_sub11_8ece0	unscored
0x005336b0	54		0.0	0.0	54.0	seg_0013	game_133680_sub00_1336b0	unscored
0x0054d060	54		0.0	0.0	54.0	seg_0014	game_143e20_sub04_14d060	unscored
0x0055edc0	54		0.0	0.0	54.0	seg_0015	game_15edc0	unscored
0x005b8020	53		0.0	0.0	53.0	seg_001b	game_1b45f0_sub00_1b8020	unscored
0x005166e0	52		0.0	0.0	52.0	seg_0011	game_136bc0_sub00_1166e0	unscored
0x00534c80	52		0.0	0.0	52.0	seg_0013	game_134c80	unscored
0x0055f350	52		0.0	0.0	52.0	seg_0015	game_15f350	unscored
0x006045e0	52		0.0	0.0	52.0	seg_0020	game_203e00_sub04_2045e0	unscored
0x005095a0	51		0.0	0.0	51.0	seg_0010	game_fdbc0_sub10_1095a0	unscored
0x00533a50	51		0.0	0.0	51.0	seg_0013	game_133a50	unscored
0x005329a0	50		0.0	0.0	50.0	seg_0013	game_22fb48_sub00_1329a0	unscored
0x0054d9a0	49		0.0	0.0	49.0	seg_0014	game_13e9e0_sub03_14d9a0	unscored
0x005b3aa0	49		0.0	0.0	49.0	seg_001b	game_1b3aa0	unscored
0x005fcf60	49		0.0	0.0	49.0	seg_001f	game_1fd010_sub01_1fcf60	unscored
0x004fa280	48		0.0	0.0	48.0	seg_000f	game_15ee50_sub00_fa280	unscored
0x0054cfd0	47		0.0	0.0	47.0	seg_0014	game_138b10_sub06_14cfd0	unscored
0x00532480	45		0.0	0.0	45.0	seg_0013	game_132480	unscored
0x005324b0	45		0.0	0.0	45.0	seg_0013	game_1324b0	unscored
0x00532830	45		0.0	0.0	45.0	seg_0013	game_132830	unscored
0x00532860	45		0.0	0.0	45.0	seg_0013	game_132860	unscored
0x00533120	45		0.0	0.0	45.0	seg_0013	game_140d60_sub00_133120	unscored
0x0054d0f0	45		0.0	0.0	45.0	seg_0014	game_143e20_sub06_14d0f0	unscored
0x00517b70	44		0.0	0.0	44.0	seg_0011	game_114610_sub05_117b70	unscored
0x005b85c0	44		0.0	0.0	44.0	seg_001b	game_1b4b20_sub10_1b85c0	unscored
0x005b8c70	43		0.0	0.0	43.0	seg_001b	game_1b4b20_sub11_1b8c70	unscored
0x005fdae0	43		0.0	0.0	43.0	seg_001f	game_1fd790_sub02_1fdae0	unscored
0x0048e850	42		0.0	0.0	42.0	seg_0008	game_8ce50_sub01_8e850	unscored
0x00514930	42		0.0	0.0	42.0	seg_0011	game_114610_sub01_114930	unscored
0x00531140	42		0.0	0.0	42.0	seg_0013	game_1466e0_sub00_131140	unscored
0x005322c0	42		0.0	0.0	42.0	seg_0013	game_1322c0	unscored
0x005322f0	42		0.0	0.0	42.0	seg_0013	game_1322f0	unscored
0x0054d8f0	41		0.0	0.0	41.0	seg_0014	game_14c730_sub02_14d8f0	unscored
0x0048c0b0	40		0.0	0.0	40.0	seg_0008	game_87e40_sub05_8c0b0	unscored
0x0055ee00	40		0.0	0.0	40.0	seg_0015	game_15ee00	unscored
0x005b8cd0	40		0.0	0.0	40.0	seg_001b	game_1b7520_sub01_1b8cd0	unscored
0x00532790	39		0.0	0.0	39.0	seg_0013	game_132790	unscored
0x0048d940	38		0.0	0.0	38.0	seg_0008	game_1510_sub07_8d940	unscored
0x00530ee0	38		0.0	0.0	38.0	seg_0013	game_130fb0_sub01_130ee0	unscored
0x005fdf20	38		0.0	0.0	38.0	seg_001f	game_1fd390_sub00_1fdf20	unscored
0x0048ed20	37		0.0	0.0	37.0	seg_0008	game_87e40_sub12_8ed20	unscored
0x0054df40	37		0.0	0.0	37.0	seg_0014	game_10a400_sub02_14df40	unscored
0x00603590	37		0.0	0.0	37.0	seg_0020	game_4eef0_sub00_203590	unscored
0x0048db40	36		0.0	0.0	36.0	seg_0008	game_8bf00_sub00_8db40	unscored
0x0048db70	36		0.0	0.0	36.0	seg_0008	game_8bf00_sub01_8db70	unscored
0x005b8060	36		0.0	0.0	36.0	seg_001b	game_1b5a70_sub04_1b8060	unscored
0x004cfec0	35		100.0	100.0	35.0	game	__h3cg$game$vector_destroy$type_map_hero_identity	unscored
0x00530e40	35		0.0	0.0	35.0	seg_0013	game_130e40	unscored
0x005361b0	35		0.0	0.0	35.0	seg_0013	game_1361b0	unscored
0x00537910	35		0.0	0.0	35.0	seg_0013	game_137910	unscored
0x00537940	35		0.0	0.0	35.0	seg_0013	game_137940	unscored
0x0054c940	35		0.0	0.0	35.0	seg_0014	game_14c730_sub00_14c940	unscored
